retailer.id,retailer.name,retailer.slug,retailer.logo
499,United Supermarkets OK,united-supermarkets-ok,https://d2lnr5mha7bycj.cloudfront.net/warehouse/logo/499/a3641174-8ac4-459b-9a33-3ecb048c3eea.png
284,Urban Market,urban-market,https://d2lnr5mha7bycj.cloudfront.net/warehouse/logo/284/930a5b80-4692-49f8-ab6f-9d54da1ed614.png
211,Van Til's,van-tils,https://d2lnr5mha7bycj.cloudfront.net/warehouse/logo/211/e4949a1c-9dd3-4d87-9d5c-31a4fc29914a.png
288,Vicente Foods,vicente-foods,https://d2lnr5mha7bycj.cloudfront.net/warehouse/logo/288/caafbfa7-642f-46bb-b751-98a8143fefde.png
110,Vitelio's Marketplace,vitelios-marketplace,https://d2lnr5mha7bycj.cloudfront.net/warehouse/logo/110/df717af2-3a4b-45d9-81dd-1fd427d65543.png
290,Vons,vons,https://d2lnr5mha7bycj.cloudfront.net/warehouse/logo/290/9ad20233-36c5-44a9-ae70-3bfe03b7c44d.png
461,Waverly Gourmet Market,waverly-gourmet-market,https://d2lnr5mha7bycj.cloudfront.net/warehouse/logo/461/bad668fe-ada4-444b-afad-23dd6be4392e.png
231,Wegmans,wegmans,https://d2lnr5mha7bycj.cloudfront.net/warehouse/logo/231/6347ea31-64ed-43c4-991b-7433b2d74bda.png
97,Weiland's Market,weilands,https://d2lnr5mha7bycj.cloudfront.net/warehouse/logo/97/da07cf50-013e-4da7-9368-acd86e98e6a3.png
143,Westside Market,westside-market,https://d2lnr5mha7bycj.cloudfront.net/warehouse/logo/143/33699307-9848-4589-bc5e-4ca155bc7236.png
125,Wheatsville Co-op,wheatsville-co-op,https://d2lnr5mha7bycj.cloudfront.net/warehouse/logo/125/a30b67f3-6ac2-42ce-b8fe-47819e3a634d.png
175,Windsor Farms,windsor-farms,https://d2lnr5mha7bycj.cloudfront.net/warehouse/logo/175/ccad485a-46a8-4334-9576-1df8b35590ec.png
371,Winn-Dixie,winn-dixie,https://d2lnr5mha7bycj.cloudfront.net/warehouse/logo/371/a0cae495-bf36-45d0-8c07-60e25d5a4baf.png
